Creation Date (Calendar),MMS Id,Title,Author,Author (contributor),ISBN,ISBN13,Reporting Code - 1st,Acquisition Method,Acquisition Method Description,Format,PO Line Type Name,Source Type,Fund Type,Parent Fund Name,Fund Code,Fund Name,Campus Name,Library Name,Location Code,Location Name,Permanent Call Number,Receiving Status,Receiving Date (Latest in POL),Status,Status (Active)
08/02/2023,9952352045801401,Black female intellectuals in nineteenth century America : born to bloom unseen? /,"Fraser, Rebecca J., 1978- author.",,1032220449; 9781032220444; 1032210095; 9781032210094; 9781000833829; 1000833828; 9781000833812; 100083381X; 9781003270973; 1003270972,9781032220444,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,E185.89.I56 F737 2023,Yes,08/16/2023,CLOSED,Closed
08/02/2023,9952352045901401,Bank insolvency law in developing economies /,,"Adeyemo, Folashade, editor.; Akintola, Kayode, editor.",0367711869; 9780367711863; 1032003979; 9781032003979; 9781000823639; 1000823636; 9781000823561; 1000823563; 9781003173984; 1003173985,9780367711863,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K1375 .B33 2023,Yes,09/20/2023,CLOSED,Closed
08/02/2023,9952352046001401,Feminist judgments : health law rewritten /,,"Mohapatra, Seema, author, editor.; Wiley, Lindsay F., 1977- author, editor.",1108495095; 9781108495097; 1108816924; 9781108816922; 9781108853705; 1108853706; 9781108860901; 1108860907,9781108495097,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,KF3821 .F46 2022,Yes,08/04/2023,CLOSED,Closed
08/03/2023,9952350450101401,Universal food security : how to end hunger while protecting the planet /,"Denning, G. L., author.",,9780231552257; 0231552254; 9780231197618; 0231197616; 9780231197601; 0231197608,9780231552257,Public Policy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-meb,nu-meb - Mills E-Books,,,,,,Yes,00/00/0,CLOSED,Closed
08/04/2023,9952350151101401,Research within the disciplines : foundations for reference and library instruction /,"Keeran, Peggy; Levine-Clark, Michael","Levine-Clark, Michael, editor.; Keeran, Peggy, 1959- editor.",9781442232761; 1442232765; 9781442232754; 1442232757,9781442232761,Library Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-of,nu-of-Office Copies and Library Science,,,,,,Yes,00/00/0,CLOSED,Closed
08/04/2023,9952350351401401,The Christoffel-Darboux kernel for data analysis /,"Lasserre, Jean-Bernard, 1953- author.","Putinar, Mihai, 1955- author.; Pauwels, Edouard, 1986- author.",1108937071; 9781108937078; 9781108838061; 1108838065,9781108937078,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
08/04/2023,9952350351501401,Lange's handbook of chemistry /,,"Lange, Norbert Adolph, 1892-1970.; Speight, James G., editor.",125958609X; 9781259586095,9781259586095,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,Snell Campus,Snell Library,slstk,Stacks,QD65 .L36 2017,Yes,09/25/2023,CLOSED,Closed
08/04/2023,9952350549401401,The workshop survival guide : how to design and teach workshops that work every time /,"Fitzpatrick, Rob (Entrepreneur), author.","Hunt, Devin, author.",1071344374; 9781071344378,9781071344378,Office,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-of,nu-of-Office Copies and Library Science,Snell Campus,Snell Library,sloff,Office Copy,HF5549.5.C6 F5589 2019,Yes,08/15/2023,CLOSED,Closed
08/04/2023,9952350549401401,The workshop survival guide : how to design and teach workshops that work every time /,"Fitzpatrick, Rob (Entrepreneur), author.","Hunt, Devin, author.",1071344374; 9781071344378,9781071344378,Office,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-of,nu-of-Office Copies and Library Science,Snell Campus,Snell Library,slstk,Stacks,HF5549.5.C6 F5589 2019,Yes,08/15/2023,CLOSED,Closed
08/04/2023,9952350549501401,User experience in libraries : yearbook 2023 /,,"UXLibs Conference Newcastle-Upon-Tyne, England) 2022 : (6th :; Priestner, Andy, editor.",9798374878417,9798374878417,Library Science,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-of,nu-of-Office Copies and Library Science,Snell Campus,Snell Library,sloff,Office Copy,Z711 .U847 2023,Yes,08/16/2023,CLOSED,Closed
08/04/2023,9952350549501401,User experience in libraries : yearbook 2023 /,,"UXLibs Conference Newcastle-Upon-Tyne, England) 2022 : (6th :; Priestner, Andy, editor.",9798374878417,9798374878417,Library Science,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-of,nu-of-Office Copies and Library Science,Snell Campus,Snell Library,slstk,Stacks,Z711 .U847 2023,Yes,08/16/2023,CLOSED,Closed
08/04/2023,9952352152801401,"Handbook on green infrastructure : planning, design and implementation /",,"Burgess, Sarah, editor.; Smith, Nick, editor.; Sinnett, Danielle, editor.",1783474009; 9781783474004; 9781783473991; 1783473991,9781783474004,Architecture,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-at,nu-at-Architecture,,,,,,Yes,00/00/0,CLOSED,Closed
08/07/2023,9952352852801401,Philosophy of psychedelics /,"Letheby, Chris, author.",,0191879029; 9780191879029; 0192581082; 9780192581082; 0192581090; 9780192581099; 9780198843122; 0198843127,9780191879029,Philosophy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pl,nu-pl-Philosophy and Religion,,,,,,Yes,00/00/0,CLOSED,Closed
08/09/2023,9952353451801401,Deliberative democracy : understanding the Indian experience.,"Joseph, Teresa (Professor of Political science)","Joseph, Siby K.",0429486340; 9780429486340; 0429942680; 9780429942686; 0429942699; 9780429942693; 0429942672; 9780429942679; 9781138598454; 1138598453,9780429486340,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-po,nu-po-Political Science,,,,,,Yes,00/00/0,CLOSED,Closed
08/09/2023,9952353452001401,Crying in H Mart : a memoir /,"Zauner, Michelle, author.",,1984898957; 9781984898951,9781984898951,Recreational Reading,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Davis,da-r,Davis Replacements,Snell Campus,Snell Library,slstk,Stacks,ML420.Z3913 A3 2023,Yes,08/17/2023,CLOSED,Closed
08/10/2023,9952353752801401,Social science in law : cases and materials /,"Monahan, John, 1946- author.","Walker, Laurens, author.",1647083095; 9781647083090,9781647083090,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,KF385.A4 M66 2022,Yes,08/14/2023,CLOSED,Closed
08/10/2023,9952353851601401,Sweet justice : Georgia Gilmore and the Montgomery Bus Boycott /,"Rockliff, Mara, author.","Christie, R. Gregory, 1971- illustrator.",152472064X; 9781524720643; 1524720658; 9781524720650; 9781524720667; 1524720666,9781524720643,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,323.092 R683 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353851701401,The silence that binds us /,"Ho, Joanna, author.",,0063059347; 9780063059344; 006327423X; 9780063274235,9780063059344,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Fiction H6783s 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353851801401,The notebook keeper : a story of kindness from the border /,"Briseño, Stephen, author.","Mora, Magdalena, 1991- illustrator.",0593307054; 9780593307052; 0593307062; 9780593307069; 9780593307076; 0593307070,9780593307052,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Picture B8595n 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353851901401,Man o' war /,"McCarthy, Cory, author.",,0593353706; 9780593353707; 9780593353714; 0593353714,9780593353707,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Fiction M1232m 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852001401,Magic : once upon a faraway land /,"Ortega, Mirelle, author, illustrator.",,195183657X; 9781951836573; 9781647007935; 1647007933,9781951836573,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Picture O772m 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852101401,Knight Owl /,"Denise, Christopher, author, illustrator.",,031631062X; 9780316310628; 9780316515825; 0316515825,9780316310628,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Picture D395k 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852201401,Kapaemahu /,"Wong-Kalu, Hinaleimoana, author.","Kokila, publisher.; Sousa, Daniel (Film director), illustrator.; Wilson, Joe, 1964- author.; Hamer, Dean, author.",0593530063; 9780593530061; 9780593530238; 0593530233,9780593530061,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,398.20969 W87291 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852301401,In the key of us /,"Lockington, Mariama, author.",,0374314101; 9780374314101,9780374314101,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Fiction L8166i 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852401401,Hell followed with us /,"White, Andrew Joseph, author.","Peachtree Teen, publisher.",1682633241; 9781682633243,9781682633243,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Fiction W5823h 2022,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852501401,"Goodbye, Oakland : winning, wanderlust, and a sports town's fight for survival /","Dolich, Andy, author.","Newhouse, Dave, 1938- author.",9781637274163; 1637274165; 9781637272152; 1637272154,9781637274163,History,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,796.09794 D664 2023,Yes,09/22/2023,CLOSED,Closed
08/10/2023,9952353852601401,The unofficial Ghibli cookbook : recipes from the legendary studio /,"Villanova, Thibaud, author.","Demoncy, Bérengère, illustrator.; Clavel, Judith, book stylist.; Lobbestael, Nicolas, photographer.",1803363525; 9781803363523,9781803363523,Cooking,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,641.5952 V717g 2022,Yes,09/28/2023,CLOSED,Closed
08/10/2023,9952353852701401,A book of days /,"Smith, Patti, author.","Random House (Firm), publisher.",0593448545; 9780593448540; 9780593448557; 0593448553,9780593448540,Archives,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,bend,Bender Special Collections Fund,OAKLAND Campus,F.W. Olin Library,olsc,Special Collections,Patti Smith,Yes,09/22/2023,CLOSED,Closed
08/11/2023,9952353533601401,The Rohingya crisis : humanitarian and legal approaches /,,"Pillai, Priya (Lawyer), editor.; Murshed, Syed Mansoob, editor.; Hasan, Manzoor, editor.",1032288213; 9781032288215; 103230393X; 9781032303932; 9781000822199; 1000822192; 9781000822144; 1000822141; 9781003304883; 1003304885,9781032288215,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,KNL2107.M56 R64 2023,Yes,09/26/2023,CLOSED,Closed
08/11/2023,9952353533701401,The regulation of megabanks : global systemically important banks and their legal frameworks /,"Parchimowicz, Katarzyna M., author.",,1032233478; 9781032233475; 1032233559; 9781032233550; 9781000799071; 1000799077; 9781000799057; 1000799050; 9781003276883; 1003276881,9781032233475,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K1066 .P37 2023,Yes,09/06/2023,CLOSED,Closed
08/11/2023,9952353533801401,The problem of property : taking the freedom of nonowners seriously /,"Widerquist, Karl, author.",,3031219473; 9783031219474; 9783031219481; 3031219481,9783031219474,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,HC79.I5 W53 2023,Yes,09/26/2023,CLOSED,Closed
08/11/2023,9952353533901401,"Organ donation in Islam : the interplay of jurisprudence, ethics, and society /",,"Randhawa, Gurch, editor.; Padela, Aasim I., editor.; Jaffer, Mahdiyah, editor.",1666909912; 9781666909913; 9781666909920; 1666909920,9781666909913,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,KBP3116 .O74 2023,Yes,10/13/2023,CLOSED,Closed
08/11/2023,9952353534001401,Money and medicine : the evolution of national health expenditures /,"Getzen, Thomas E., author.",,0197573266; 9780197573266; 9780197573280; 0197573282,9780197573266,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,RA410.53 .G48 2023,Yes,09/05/2023,CLOSED,Closed
08/11/2023,9952353534101401,"Feminist jurisography : law, history, writing /","Genovese, Ann, author.",,1138618608; 9781138618602; 103242043X; 9781032420431; 9780429865794; 0429865791; 9780429865800; 0429865805; 9780429461132; 0429461135,9781138618602,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K349 .G465 2023,Yes,09/26/2023,CLOSED,Closed
08/11/2023,9952353534201401,Exploring children's suffrage : interdisciplinary perspectives on ageless voting /,,"Wall, John, editor.",9783031145407; 3031145402; 9783031145414; 3031145410,9783031145407,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,JF841 .E97 2022,Yes,09/26/2023,CLOSED,Closed
08/11/2023,9952353534301401,Atrocity labelling : from crimes against humanity to genocide studies /,"Beham, Markus Peter, author.",,0755617533; 9780755617531; 9780755617555; 075561755X; 9780755617562; 0755617568; 9780755617548; 0755617541,9780755617531,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,HV6322.7 .B4355 2023,Yes,09/05/2023,CLOSED,Closed
08/11/2023,9952353534401401,Asylum and extraction in the Republic of Nauru /,"Morris, Julia, 1984- author.",,1501765841; 9781501765841; 9781501765865; 1501765868; 9781501765858; 150176585X,9781501765841,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,HC682.25 .M67 2023,Yes,09/05/2023,CLOSED,Closed
08/11/2023,9952353641801401,Vicarious liability in the common law world /,,"Giliker, Paula, editor.",1509939075; 9781509939077; 1509963332; 9781509963331; 9781509939084; 1509939083; 9781509939091; 1509939091,9781509939077,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K962 .V53 2022,Yes,09/06/2023,CLOSED,Closed
08/11/2023,9952353641901401,The signature in law : from the thirteenth century to the facsimile /,"Mason, Stephen (Barrister), author.",,1911507338; 9781911507338; 9781911507321; 191150732X; 9781911507314; 1911507311,9781911507338,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K150 .M37 2022,Yes,09/20/2023,CLOSED,Closed
08/11/2023,9952353642001401,Sentencing and human rights : the limits on punishment /,"Summers, Sarah J., author.",,9780192870384; 0192870386; 9780192697615; 0192697617,9780192870384,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K5508 .S86 2022,Yes,09/05/2023,CLOSED,Closed
08/11/2023,9952353642101401,Practical English language skills for lawyers : improving your legal English /,"Costello, Natasha, author.","Kulbicki, Louise, author.",0367690500; 9780367690502; 0367690462; 9780367690465; 9781003140207; 1003140203; 9781000812633; 1000812634; 9781000812718; 1000812715,9780367690502,Default,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,IMPORT_EOD,Allocated fund,Materials,f,Books,Law Campus,School of Law Library,lstk,Stacks,K94 .C69 2023,Yes,08/16/2023,CLOSED,Closed
